Customer ID,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Country,State,City,Zip Code,Latitude,Longitude,Population,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Customer Status,Churn Label,Churn Score,CLTV,Churn Category,Churn Reason,Churn,Churn Probability,Predicted Churn,Risk Level,Intervention Priority,Retention Recommendation,Monthly Revenue at Risk
2829-HYVZP,Male,42,No,No,No,No,0,United States,California,Fairfax,94930,37.971751,-122.611873,8486,Q3,No,0,29,No Offer,Yes,46.12,No,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,19.8,572.2,0.0,0,1337.48,1909.68,4,Stayed,No,69,5696,Not Churned,Not Churned,0,0.03050540216866731,0,Low Risk,Maintain,Maintain Relationship,0.6040069629396128
3845-JHAMY,Female,48,No,No,Yes,Yes,3,United States,California,Inverness,94937,38.099323,-122.945723,1004,Q3,Yes,1,16,Offer D,No,0.0,No,Yes,Cable,53,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,35.5,552.7,0.0,80,0.0,632.7,5,Stayed,No,25,2069,Not Churned,Not Churned,0,0.37271467012430787,1,Medium Risk,Monitor / Targeted Campaign,Contract Upgrade + Tech Support Offer + Online Security Offer,13.23137078941293
7013-PSXHK,Female,41,No,No,No,No,0,United States,California,Lagunitas,94938,38.021772,-122.691744,821,Q3,No,0,40,No Offer,Yes,33.83,Yes,Yes,DSL,19,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,80.75,3208.65,0.0,0,1353.1999999999998,4561.85,4,Stayed,No,27,2047,Not Churned,Not Churned,0,0.09931673734727278,0,Low Risk,Maintain,Maintain Relationship,8.019826540792277
3486-NPGST,Female,47,No,No,No,No,0,United States,California,Mill Valley,94941,37.901371,-122.572024,28727,Q3,No,0,36,No Offer,Yes,41.33,No,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.55,620.75,0.0,0,1487.88,2108.63,5,Stayed,No,47,2691,Not Churned,Not Churned,0,0.01786723569989999,0,Low Risk,Maintain,Maintain Relationship,0.3493044579330448
6100-FJZDG,Male,49,No,No,Yes,No,0,United States,California,Olema,94950,38.052209,-122.775567,248,Q3,Yes,10,26,No Offer,Yes,45.28,No,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,20.05,505.9,0.0,0,1177.28,1683.1799999999998,5,Stayed,No,29,2403,Not Churned,Not Churned,0,0.0012185019796801665,0,Low Risk,Maintain,Maintain Relationship,0.024430964692587338
1730-VFMWO,Female,33,No,No,Yes,No,0,United States,California,Petaluma,94952,38.237018,-122.77872,31930,Q3,Yes,6,34,No Offer,Yes,40.67,No,Yes,DSL,7,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,50.2,1815.3,0.0,0,1382.78,3198.08,5,Stayed,No,54,4352,Not Churned,Not Churned,0,0.04033014919155389,0,Low Risk,Maintain,Maintain Relationship,2.0245734894160057
7143-BQIBA,Male,32,No,No,No,No,0,United States,California,Petaluma,94954,38.235021,-122.557332,35419,Q3,No,0,10,Offer D,Yes,7.65,No,Yes,DSL,17,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,62.25,612.95,0.0,0,76.5,689.45,3,Stayed,No,76,3415,Not Churned,Not Churned,0,0.16529629533817808,0,Low Risk,Maintain,Maintain Relationship,10.289694384801585
3800-LYTRK,Female,52,No,No,No,No,0,United States,California,Point Reyes Station,94956,38.060264,-122.830646,1885,Q3,No,0,14,No Offer,Yes,27.68,No,Yes,DSL,26,Yes,No,No,Yes,No,No,No,No,One Year,No,Credit Card,55.7,795.15,0.0,100,387.52,1282.67,4,Stayed,No,57,4978,Not Churned,Not Churned,0,0.04423559445500508,0,Low Risk,Maintain,Maintain Relationship,2.463922611143783
9646-NMHXE,Male,63,No,No,Yes,No,0,United States,California,San Geronimo,94963,38.00474,-122.663717,548,Q3,Yes,7,47,No Offer,Yes,6.54,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.65,973.1,0.0,0,307.38,1280.48,5,Stayed,No,77,2021,Not Churned,Not Churned,0,0.00041680095347048935,0,Low Risk,Maintain,Maintain Relationship,0.008190138735695116
7030-NJVDP,Male,36,No,No,Yes,No,0,United States,California,San Quentin,94964,37.942551,-122.491642,6448,Q3,Yes,2,24,No Offer,Yes,10.23,No,Yes,Fiber Optic,8,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.25,2210.2,0.0,0,245.52,2455.72,3,Stayed,No,77,5436,Not Churned,Not Churned,0,0.6053054975374816,1,High Risk,Immediate,Contract Upgrade + Plan/Pricing Review,54.02351565522024
7771-ZONAT,Male,62,No,No,No,No,0,United States,California,Woodacre,94973,38.005839,-122.638155,1449,Q3,No,0,22,No Offer,No,0.0,No,Yes,DSL,19,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,56.75,1304.85,0.0,0,0.0,1304.85,4,Stayed,No,55,4574,Not Churned,Not Churned,0,0.06118892567203112,0,Low Risk,Maintain,Maintain Relationship,3.4724715318877664
2111-DWYHN,Male,31,No,No,No,No,0,United States,California,Aptos,95003,37.013471,-121.877877,24227,Q3,No,0,1,No Offer,Yes,18.81,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,21.1,21.1,0.0,0,18.81,39.91,5,Joined,No,52,2810,Not Churned,Not Churned,0,0.19791792781951809,0,Low Risk,Maintain,Maintain Relationship,4.176068276991832
4194-WHFCB,Female,35,No,No,Yes,Yes,5,United States,California,Aromas,95004,36.878364,-121.629781,3373,Q3,Yes,2,59,No Offer,Yes,48.07,Yes,Yes,Fiber Optic,53,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.65,5580.8,0.0,0,2836.13,8416.93,3,Stayed,No,52,5266,Not Churned,Not Churned,0,0.2351904049508637,0,Low Risk,Maintain,Maintain Relationship,22.73115263850098
4121-AGSIN,Female,44,No,No,Yes,No,0,United States,California,Ben Lomond,95005,37.078873,-122.090386,6407,Q3,Yes,9,58,No Offer,Yes,36.45,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,24.5,1497.9,9.22,0,2114.1000000000004,3602.7800000000007,4,Stayed,No,47,4455,Not Churned,Not Churned,0,0.0006097411114404518,0,Low Risk,Maintain,Maintain Relationship,0.01493865723029107
0455-XFASS,Female,61,No,No,Yes,Yes,2,United States,California,Campbell,95008,37.279689,-121.954567,44976,Q3,Yes,3,3,No Offer,Yes,1.67,No,Yes,Fiber Optic,19,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.55,200.2,33.8,0,5.01,171.40999999999997,3,Joined,No,59,5998,Not Churned,Not Churned,0,0.35822146371691044,1,Medium Risk,Monitor / Targeted Campaign,Contract Upgrade + Early-Tenure Intervention + Tech Support Offer + Online Security Offer,24.91430280151112
0301-KOBTQ,Male,50,No,No,No,No,0,United States,California,Capitola,95010,36.977025,-121.952864,9673,Q3,No,0,32,No Offer,Yes,14.91,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,20.05,614.45,9.73,0,477.12,1081.84,5,Stayed,No,20,3398,Not Churned,Not Churned,0,0.012199570014204969,0,Low Risk,Maintain,Maintain Relationship,0.24460137878480964
4367-NUYAO,Male,39,No,No,Yes,Yes,1,United States,California,Cupertino,95014,37.306612,-122.080621,54431,Q3,Yes,5,10,No Offer,Yes,22.83,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.75,257.5,0.0,0,228.3,485.8,5,Stayed,No,48,4950,Not Churned,Not Churned,0,0.0012623271958093233,0,Low Risk,Maintain,Maintain Relationship,0.03250492529209008
9170-ARBTB,Female,41,No,No,Yes,No,0,United States,California,Felton,95018,37.089111,-122.062213,8728,Q3,No,0,52,No Offer,Yes,8.25,No,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.6,1012.4,46.07,0,429.0,1395.33,3,Stayed,No,37,4848,Not Churned,Not Churned,0,0.01874249491751498,0,Low Risk,Maintain,Maintain Relationship,0.3673529003832936
7241-AJHFS,Male,53,No,No,No,No,0,United States,California,Escondido,92027,33.141265,-116.967221,48690,Q3,No,0,32,No Offer,Yes,6.2,Yes,Yes,Fiber Optic,25,Yes,No,No,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,87.65,2766.4,47.87,150,198.4,3066.9300000000003,3,Stayed,No,66,2426,Not Churned,Not Churned,0,0.3551716145218601,1,Medium Risk,Monitor / Targeted Campaign,Contract Upgrade + Plan/Pricing Review,31.130792012841038
4546-FOKWR,Female,35,No,No,No,No,0,United States,California,Los Gatos,95032,37.233034,-121.947427,24443,Q3,No,0,16,No Offer,Yes,13.04,Yes,Yes,Fiber Optic,16,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.75,1129.35,39.99,0,208.64,1298.0,5,Stayed,No,27,3574,Not Churned,Not Churned,0,0.5073920053661753,1,Medium Risk,Monitor / Targeted Campaign,Contract Upgrade + Tech Support Offer + Online Security Offer,37.92755240112161
9036-CSKBW,Female,62,No,No,No,No,0,United States,California,Los Gatos,95033,37.160194,-121.945611,10172,Q3,No,0,51,No Offer,Yes,7.54,Yes,Yes,Fiber Optic,6,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,107.45,5680.9,14.76,0,384.54,6050.679999999999,3,Stayed,No,24,5446,Not Churned,Not Churned,0,0.1354875274398675,0,Low Risk,Maintain,Maintain Relationship,14.558134823413763
5832-TRLPB,Male,30,No,No,No,No,0,United States,California,Milpitas,95035,37.441931,-121.878502,62848,Q3,No,0,29,No Offer,Yes,3.69,No,Yes,Cable,27,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,75.35,2243.9,2.24,0,107.01,2348.6700000000005,3,Stayed,No,77,4422,Not Churned,Not Churned,0,0.16584589518902612,0,Low Risk,Maintain,Maintain Relationship,12.496488202493117
8590-YFFQO,Male,24,Yes,No,Yes,No,0,United States,California,Morgan Hill,95037,37.161544,-121.649371,41707,Q3,Yes,1,70,Offer A,Yes,1.63,No,Yes,DSL,41,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,64.95,4523.25,42.89,0,114.1,4594.46,3,Stayed,No,78,5669,Not Churned,Not Churned,0,0.01560886068657794,0,Low Risk,Maintain,Maintain Relationship,1.0137955015932374
8659-IOOPU,Female,25,Yes,No,Yes,Yes,2,United States,California,Moss Landing,95039,36.863303,-121.781632,899,Q3,Yes,4,71,Offer A,Yes,32.16,Yes,Yes,Fiber Optic,59,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,100.45,7159.7,16.12,0,2283.36,9426.94,3,Stayed,No,34,6171,Not Churned,Not Churned,0,0.00702767640453737,0,Low Risk,Maintain,Maintain Relationship,0.7059300948357788
1338-CECEE,Male,28,Yes,No,Yes,No,0,United States,California,Mount Hermon,95041,37.051166,-122.056194,77,Q3,Yes,4,41,No Offer,Yes,13.58,Yes,Yes,DSL,51,No,Yes,Yes,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,68.5,2839.95,38.37,0,556.78,3358.36,4,Stayed,No,54,3877,Not Churned,Not Churned,0,0.038279924126507985,0,Low Risk,Maintain,Maintain Relationship,2.6221748026657967
7439-DKZTW,Male,49,No,No,No,No,0,United States,California,Paicines,95043,36.525703,-120.952122,813,Q3,No,0,1,No Offer,Yes,5.93,No,Yes,Fiber Optic,19,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,80.55,80.55,0.0,60,5.93,146.48000000000002,4,Joined,No,21,3154,Not Churned,Not Churned,0,0.7350466217582862,1,High Risk,Immediate,Contract Upgrade + Early-Tenure Intervention + Tech Support Offer + Online Security Offer + Plan/Pricing Review,59.20800538262995
4646-QZXTF,Female,38,No,No,Yes,No,0,United States,California,San Juan Bautista,95045,36.810568,-121.503022,3402,Q3,Yes,4,7,No Offer,Yes,12.16,No,Yes,DSL,9,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,81.25,580.1,47.36,0,85.12,617.86,3,Stayed,No,57,5928,Not Churned,Not Churned,0,0.3104374115949019,1,Medium Risk,Monitor / Targeted Campaign,Contract Upgrade + Plan/Pricing Review,25.22303969208578
9742-XOKTS,Male,60,No,No,Yes,Yes,1,United States,California,Santa Clara,95050,37.351214,-121.952417,36349,Q3,Yes,10,67,Offer A,Yes,18.29,Yes,Yes,Fiber Optic,11,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,89.55,6038.55,33.76,0,1225.4299999999998,7230.219999999999,3,Stayed,No,69,6194,Not Churned,Not Churned,0,0.0005494206151479581,0,Low Risk,Maintain,Maintain Relationship,0.04920061608649964
6921-OZMFH,Male,38,No,No,Yes,Yes,1,United States,California,Santa Clara,95051,37.348129,-121.98469,52986,Q3,Yes,3,5,No Offer,Yes,18.97,Yes,Yes,Cable,12,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,55.7,259.4,0.0,0,94.85,354.25,3,Stayed,No,46,3598,Not Churned,Not Churned,0,0.15094671217980368,0,Low Risk,Maintain,Maintain Relationship,8.407731868415066
9578-FOMUK,Male,53,No,No,No,Yes,3,United States,California,Santa Clara,95054,37.393554,-121.965114,13031,Q3,No,0,15,No Offer,Yes,32.54,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,24.8,324.15,12.8,0,488.1,799.4499999999999,3,Stayed,No,57,3965,Not Churned,Not Churned,0,0.10200746113378859,0,Low Risk,Maintain,Maintain Relationship,2.529785036117957
4712-UYOOI,Female,21,Yes,No,Yes,Yes,3,United States,California,Santa Cruz,95060,36.993451,-122.098858,43192,Q3,Yes,4,20,No Offer,Yes,38.6,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.0,417.65,9.73,0,772.0,1179.92,3,Stayed,No,70,3402,Not Churned,Not Churned,0,0.02807058429146427,0,Low Risk,Maintain,Maintain Relationship,0.5614116858292854
7722-CVFXN,Male,50,No,No,Yes,Yes,3,United States,California,Santa Cruz,95064,37.007882,-122.065975,4563,Q3,Yes,9,54,No Offer,Yes,7.25,Yes,Yes,Fiber Optic,57,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,105.2,5637.85,23.01,0,391.5,6006.34,5,Stayed,No,68,5546,Not Churned,Not Churned,0,0.0019978046939597926,0,Low Risk,Maintain,Maintain Relationship,0.21016905380457018
8717-VCTXJ,Male,32,No,No,No,No,0,United States,California,Santa Cruz,95065,37.031404,-121.981865,8365,Q3,No,0,42,No Offer,Yes,48.41,No,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,19.55,839.4,12.16,0,2033.22,2860.46,3,Stayed,No,43,5293,Not Churned,Not Churned,0,0.018972758739474346,0,Low Risk,Maintain,Maintain Relationship,0.37091743335672345
7363-QTBIW,Female,24,Yes,No,Yes,No,0,United States,California,Scotts Valley,95066,37.070177,-122.010077,14574,Q3,Yes,3,9,No Offer,Yes,6.78,No,Yes,Fiber Optic,59,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,79.75,769.1,0.0,0,61.02,830.12,5,Stayed,No,62,4654,Not Churned,Not Churned,0,0.6737217156051724,1,High Risk,Immediate,Contract Upgrade + Tech Support Offer + Online Security Offer,53.729306819512495
4159-NAAIX,Female,24,Yes,No,No,No,0,United States,California,Saratoga,95070,37.257772,-122.051824,30589,Q3,No,0,63,No Offer,Yes,37.76,Yes,Yes,Fiber Optic,48,No,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,97.45,6253.0,0.0,0,2378.88,8631.88,3,Stayed,No,67,4769,Not Churned,Not Churned,0,0.02797019563467131,0,Low Risk,Maintain,Maintain Relationship,2.725695564598719
0971-QIFJK,Female,57,No,No,Yes,No,0,United States,California,Soquel,95073,37.023669,-121.946461,9823,Q3,Yes,10,69,Offer A,Yes,39.78,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.25,1641.8,45.75,0,2744.82,4340.87,3,Stayed,No,21,4884,Not Churned,Not Churned,0,0.0001971824979019802,0,Low Risk,Maintain,Maintain Relationship,0.00478167557412302
9397-TZSHA,Female,24,Yes,No,No,No,0,United States,California,Watsonville,95076,36.931654,-121.752383,81141,Q3,No,0,69,Offer A,Yes,36.5,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24.6,1678.05,28.42,0,2518.5,4168.13,5,Stayed,No,66,5294,Not Churned,Not Churned,0,0.004770186254746925,0,Low Risk,Maintain,Maintain Relationship,0.11734658186677437
3391-JSQEW,Male,32,No,No,Yes,No,0,United States,California,San Jose,95110,37.34667,-121.910019,18197,Q3,Yes,7,40,No Offer,Yes,24.3,No,Yes,DSL,28,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,50.15,2058.5,37.03,0,972.0,2993.4700000000003,4,Stayed,No,71,2454,Not Churned,Not Churned,0,0.018105620452782852,0,Low Risk,Maintain,Maintain Relationship,0.9079968657070601
0343-QLUZP,Male,38,No,No,No,No,0,United States,California,San Jose,95111,37.284265,-121.827673,57748,Q3,No,0,60,Offer B,No,0.0,No,Yes,DSL,25,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,39.6,2424.5,38.46,0,0.0,2386.04,3,Stayed,No,32,5544,Not Churned,Not Churned,0,0.006315410560935343,0,Low Risk,Maintain,Maintain Relationship,0.2500902582130396
3312-UUMZW,Male,33,No,No,Yes,No,0,United States,California,San Jose,95117,37.311088,-121.961786,29914,Q3,Yes,3,32,No Offer,Yes,47.89,Yes,Yes,Fiber Optic,9,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,98.85,3145.9,0.0,0,1532.48,4678.38,4,Stayed,No,61,3981,Not Churned,Not Churned,0,0.5219020107196872,1,Medium Risk,Monitor / Targeted Campaign,Contract Upgrade + Tech Support Offer + Online Security Offer + Plan/Pricing Review,51.59001375964108
1271-UODNO,Male,60,No,No,No,No,0,United States,California,San Jose,95118,37.255479,-121.889838,31926,Q3,No,0,39,No Offer,Yes,5.4,Yes,Yes,DSL,16,No,No,No,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,53.85,2200.7,46.66,0,210.6,2364.64,3,Stayed,No,79,2380,Not Churned,Not Churned,0,0.012660365787419208,0,Low Risk,Maintain,Maintain Relationship,0.6817606976525243
8461-EFQYM,Female,36,No,No,No,No,0,United States,California,San Jose,95119,37.233226,-121.78809,10155,Q3,No,0,38,No Offer,Yes,46.18,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,24.25,914.4,35.61,0,1754.84,2633.63,3,Stayed,No,23,2997,Not Churned,Not Churned,0,0.04288579576845057,0,Low Risk,Maintain,Maintain Relationship,1.0399805473849264
6900-RBKER,Male,32,No,No,No,No,0,United States,California,San Jose,95120,37.186141,-121.843554,37090,Q3,No,0,52,Offer B,Yes,15.1,Yes,Yes,Fiber Optic,17,No,No,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,89.45,4577.75,18.89,0,785.1999999999999,5344.06,3,Stayed,No,35,5386,Not Churned,Not Churned,0,0.0354521951668606,0,Low Risk,Maintain,Maintain Relationship,3.1711988576756807
6891-JPYFF,Female,57,No,No,Yes,Yes,3,United States,California,San Jose,95121,37.304681,-121.809955,37127,Q3,Yes,1,48,Offer B,Yes,30.41,Yes,Yes,Fiber Optic,53,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,105.25,4997.5,1.66,0,1459.68,6455.52,3,Stayed,No,79,4275,Not Churned,Not Churned,0,0.36063897594025235,1,Medium Risk,Monitor / Targeted Campaign,Contract Upgrade + Tech Support Offer + Plan/Pricing Review,37.95725221771156
1459-QNFQT,Male,21,Yes,No,Yes,No,0,United States,California,San Jose,95122,37.32886,-121.834567,59841,Q3,Yes,7,70,Offer A,No,0.0,No,Yes,DSL,30,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,59.5,4144.8,23.72,0,0.0,4121.08,4,Stayed,No,27,4031,Not Churned,Not Churned,0,0.0026964577942927568,0,Low Risk,Maintain,Maintain Relationship,0.16043923876041902
1047-NNCBF,Male,56,No,No,No,No,0,United States,California,San Jose,95123,37.238758,-121.828375,59632,Q3,No,0,20,No Offer,Yes,3.8,No,Yes,Fiber Optic,26,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,70.55,1493.55,17.6,0,76.0,1551.95,3,Stayed,No,59,5790,Not Churned,Not Churned,0,0.3745535056901241,1,Medium Risk,Monitor / Targeted Campaign,Contract Upgrade + Tech Support Offer + Online Security Offer,26.42474982643825
3696-XRIEN,Female,59,No,No,No,No,0,United States,California,San Jose,95124,37.257063,-121.923037,45257,Q3,No,0,50,Offer B,Yes,21.25,Yes,Yes,DSL,2,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,82.5,4179.1,21.35,0,1062.5,5220.25,4,Stayed,No,71,5258,Not Churned,Not Churned,0,0.05259315210349961,0,Low Risk,Maintain,Maintain Relationship,4.338935048538718
0074-HDKDG,Male,46,No,No,Yes,No,0,United States,California,San Jose,95126,37.327069,-121.916819,27023,Q3,Yes,5,25,No Offer,Yes,6.45,No,Yes,Cable,19,Yes,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,61.6,1611.0,44.9,0,161.25,1727.35,3,Stayed,No,66,3807,Not Churned,Not Churned,0,0.03617140218580708,0,Low Risk,Maintain,Maintain Relationship,2.2281583746457163
8791-GFXLZ,Male,58,No,No,No,No,0,United States,California,San Jose,95127,37.375156,-121.795867,60620,Q3,No,0,12,No Offer,Yes,44.78,No,Yes,DSL,12,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.05,593.05,29.32,0,537.36,1101.09,5,Stayed,No,70,4244,Not Churned,Not Churned,0,0.3649828268575296,1,Medium Risk,Monitor / Targeted Campaign,Contract Upgrade + Tech Support Offer + Online Security Offer,17.902407657361824
9330-DHBFL,Female,29,Yes,No,Yes,No,0,United States,California,San Jose,95130,37.277592,-121.986477,13481,Q3,Yes,4,23,No Offer,Yes,11.4,No,Yes,DSL,58,Yes,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,66.25,1533.8,23.92,0,262.2,1772.08,4,Stayed,No,22,2072,Not Churned,Not Churned,0,0.023137147529761537,0,Low Risk,Maintain,Maintain Relationship,1.5328360238467018
0098-BOWSO,Male,26,Yes,No,No,No,0,United States,California,San Jose,95131,37.387027,-121.897775,26389,Q3,No,0,27,No Offer,Yes,20.66,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,19.4,529.8,0.0,0,557.82,1087.62,5,Stayed,No,39,3792,Not Churned,Not Churned,0,0.15695136370906265,0,Low Risk,Maintain,Maintain Relationship,3.044856455955815
5859-HZYLF,Male,45,No,No,Yes,Yes,2,United States,California,San Jose,95133,37.371862,-121.860349,26032,Q3,Yes,9,26,No Offer,Yes,43.84,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.15,515.75,0.0,0,1139.84,1655.59,5,Stayed,No,58,4347,Not Churned,Not Churned,0,8.681774952316981e-05,0,Low Risk,Maintain,Maintain Relationship,0.0016625599033687018
3156-QLHBO,Male,58,No,No,No,Yes,1,United States,California,San Jose,95136,37.270938,-121.851046,36944,Q3,No,0,2,No Offer,Yes,21.18,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.25,48.35,0.0,0,42.36,90.71,3,Joined,No,45,4725,Not Churned,Not Churned,0,0.0554498138312231,0,Low Risk,Maintain,Maintain Relationship,1.0674089162510447
2208-NQBCT,Female,23,Yes,No,Yes,Yes,3,United States,California,San Jose,95138,37.246064,-121.749494,14792,Q3,Yes,10,26,No Offer,Yes,42.95,No,Yes,Fiber Optic,27,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,81.95,2070.05,0.0,0,1116.7,3186.75,3,Stayed,No,72,2817,Not Churned,Not Churned,0,0.0023934596119423858,0,Low Risk,Maintain,Maintain Relationship,0.19614401519867852
6621-NRZAK,Female,40,No,No,Yes,Yes,2,United States,California,Mount Hamilton,95140,37.382909,-121.634151,38,Q3,Yes,7,63,Offer B,Yes,46.9,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.0,1209.25,0.0,0,2954.7,4163.95,5,Stayed,No,56,5975,Not Churned,Not Churned,0,5.601522280792918e-05,0,Low Risk,Maintain,Maintain Relationship,0.0011203044561585837
0831-JNISG,Male,52,No,No,Yes,Yes,2,United States,California,San Jose,95148,37.339533,-121.777179,44103,Q3,Yes,9,71,Offer A,Yes,23.34,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.8,1396.25,0.0,0,1657.14,3053.3900000000003,4,Stayed,No,20,5406,Not Churned,Not Churned,0,4.005565080224679e-05,0,Low Risk,Maintain,Maintain Relationship,0.0007931018858844865
0774-IFUVM,Male,19,Yes,No,Yes,Yes,2,United States,California,Stockton,95202,37.959706,-121.287669,7071,Q3,Yes,7,11,No Offer,Yes,16.71,Yes,Yes,DSL,59,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,65.15,723.35,0.0,0,183.81,907.16,3,Stayed,No,42,5942,Not Churned,Not Churned,0,0.02254040243288974,0,Low Risk,Maintain,Maintain Relationship,1.4685072185027666
9553-DLCLU,Female,30,No,No,No,No,0,United States,California,Stockton,95204,37.974498,-121.319568,30476,Q3,No,0,13,No Offer,Yes,37.03,Yes,Yes,DSL,52,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,88.95,1161.75,0.0,0,481.39,1643.14,3,Stayed,No,27,5407,Not Churned,Not Churned,0,0.02035041344162479,0,Low Risk,Maintain,Maintain Relationship,1.8101692756325252
1641-BYBTK,Male,38,No,No,No,Yes,2,United States,California,Stockton,95205,37.965695,-121.260051,34138,Q3,No,0,6,No Offer,Yes,16.91,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.2,98.35,0.0,0,101.46,199.81,4,Stayed,No,75,3478,Not Churned,Not Churned,0,0.0680087736828035,0,Low Risk,Maintain,Maintain Relationship,1.3737772283926306
